og_code,operator_name,operator_no,lease_name,lease_no,well_no,api,district,county,field_name,field_no,oil_unit_no,water_land_code,api_depth,shutin_dt,well_plugged,cost_calc,compliance_due_date,orig_completion,ice_inspection_date,ice_inspection_id,sfp_code,ofcu_well_priority,sb639_enf,sb639_r15,months_delinquent,p5_renewal_month,p5_renewal_year,p5_originating_status,current_5yr_inactive,current_10yr_inactive,aged_5yr_inactive,aged_10yr_inactive,current_inactive_yrs,current_inactive_months,aged_inactive_yrs,aged_inactive_months,extension_status,ext_data_h,ext_data_e,ext_data_p,ext_data_f,ext_data_v,ext_data_x,ext_data_o,ext_data_t,ext_data_m,ext_data_k,ext_data_r,ext_data_q,ext_data_s,ext_data_w
O,"SHWJ OIL & GAS CO., INC.",779245,COOK-TEXSTAR,09670,4B,33132246,01,MILAM,MINERVA-ROCKDALE,61858001,,L,1170,2001-06-15,f,13034,,1984-05-20,2020-11-17,711733,,4,Enf,,162,7,2021,D,f,t,f,t,19,11,20,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SHWJ OIL & GAS CO., INC.",779245,COOK-TEXSTAR,09670,7A,33132227,01,MILAM,MINERVA-ROCKDALE,61858001,,L,1216,2001-06-15,f,13546,,1984-04-20,2020-11-17,711733,,2,Enf,,162,7,2021,D,f,t,f,t,19,11,20,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,1,33180372,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,1103,2014-10-15,f,12287,2017-07-03,1984-01-12,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,2,33100202,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,1182,2014-10-15,f,13167,2017-07-03,1964-11-10,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,4,33100203,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,1120,2014-10-15,f,12477,2017-07-03,1984-01-12,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,6,33100205,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,930,2014-10-15,f,10360,2017-07-03,1984-01-12,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,7,33100206,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,930,2014-10-15,f,10360,2017-07-03,1984-01-12,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"TT OPERATING, LLC",872252,"COOK, E. M.",03465,9,33100824,01,MILAM,MINERVA-ROCKDALE,61858001,1,L,1127,2014-10-15,f,12555,2017-07-03,1966-10-20,2020-07-15,657376,268636,2H,Enf,Rule 15,32,8,2021,D,t,f,t,f,6,7,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
O,"IAO ENERGY, LLC",421754,COOPER,06720,1E,05531395,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2785,2013-11-15,f,31025,2019-02-07,1980-06-04,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,1F,05531399,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2755,2013-11-15,f,30691,2019-02-07,1980-10-08,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,1G,05531401,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2752,2013-11-15,f,30657,2019-02-07,1980-12-18,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,1H,05531402,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2790,2013-11-15,f,31081,2019-02-07,1980-10-17,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,1J,05531397,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2820,2013-11-15,f,31415,2019-02-07,1980-07-25,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,2,05531403,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2760,2013-11-15,f,30746,2019-02-07,1980-12-19,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,2E,05531398,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2775,2013-11-15,f,30914,2019-02-07,1980-06-05,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,2F,05531400,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2753,2013-11-15,f,30668,2019-02-07,1980-10-10,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,5,05531307,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2815,2013-11-15,f,31359,2019-02-07,1980-05-08,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,6,05531346,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2755,2013-11-15,f,30691,2019-02-07,1980-05-01,2021-04-05,759776,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,7,05581275,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2672,2013-11-15,f,29766,2019-02-07,1981-03-01,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,7A,05531334,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2780,2013-11-15,f,30969,2019-02-07,1980-07-28,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,9,05531305,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2870,2013-11-15,f,31972,2019-02-07,1980-05-08,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,A5,05531306,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2800,2013-11-15,f,31192,2019-02-07,1980-05-05,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,6,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"IAO ENERGY, LLC",421754,COOPER,06720,A6,05531347,01,CALDWELL,"SALT FLAT, WEST",79912100,,L,2726,2014-05-15,f,30368,2019-02-07,1980-05-06,2020-05-05,624937,,,,,22,7,2021,D,t,f,t,f,7,0,7,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,t
O,OMEGA FUEL OP. CO.,622642,"COOPER, WILLIAM HEIRS",04388,4D,07101110,03,CHAMBERS,TURTLE BAY,91959001,,L,6599,1998-01-15,f,91924,,1978-09-28,2020-11-30,716386,236463,2H,Enf,,293,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,OMEGA FUEL OP. CO.,622642,"COOPER, WILLIAM HEIRS",04388,9,07130791,03,CHAMBERS,TURTLE BAY,91959001,,L,6681,1998-01-15,f,93066,,1977-12-20,2020-11-09,709031,236463,2H,Enf,,293,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,PHANTOM OIL & GAS,661328,"COOPER, WILLIAM HEIRS",091665,3,07101109,03,CHAMBERS,TURTLE BAY (LOTZ 6500),91959710,,L,6637,1998-01-15,f,92453,,1937-10-23,2021-01-19,733077,222756,2H,Enf,,325,4,2022,D,f,t,f,t,23,4,24,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,PHANTOM OIL & GAS,661328,"COOPER, WILLIAM HEIRS",20735,7,07101114,03,CHAMBERS,TURTLE BAY (LOTZ),91959497,,L,8415,1998-01-15,f,117221,,1984-01-12,2020-11-10,709798,222737,2H,Enf,,325,4,2022,D,f,t,f,t,23,4,24,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRYALL, INC",872138,COPANO BAY STATE,00969,11T,00700331,04,ARANSAS,"FULTON BEACH, WEST (E)",33305260,,B,6625,1998-01-15,f,,,1964-04-01,2020-11-12,710219,,3,,,67,9,2021,D,f,t,f,t,23,4,23,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,049584,70,00700201,04,ARANSAS,"FULTON BEACH, WEST (A-4)",33305104,,B,7377,1998-01-15,f,,,1956-10-01,2020-11-12,710217,,3,,,67,9,2021,D,f,t,f,t,23,4,23,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRYALL, INC",872138,COPANO BAY STATE,12391,22,00700339,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,7885,2014-11-15,f,,,1951-12-01,2020-11-12,710213,,3,,,67,9,2021,D,t,f,t,f,6,6,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRYALL, INC",872138,COPANO BAY STATE,12391,32,00700345,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,9710,2014-11-15,f,,,1984-01-12,2020-11-12,710221,,3,,,67,9,2021,D,t,f,t,f,6,6,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRYALL, INC",872138,COPANO BAY STATE,12391,63,00700328,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,7302,2014-11-15,f,,,1977-02-01,2020-11-12,710220,,3,,,67,9,2021,D,t,f,t,f,6,6,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRYALL, INC",872138,COPANO BAY STATE,13557,81,00730899,04,ARANSAS,"FULTON BEACH, WEST (LWR G)",33305890,,B,8261,2015-02-15,f,,,2008-09-10,2020-11-12,710212,,3,,,67,9,2021,D,t,f,t,f,6,3,6,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,152413,73,00700204,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,7694,2010-01-15,f,,,1956-08-01,2020-11-12,710211,,3,,,67,9,2021,D,f,t,f,t,11,4,11,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,157451,13L,00700333,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,8000,2014-08-15,f,,,1966-06-01,2020-11-12,710222,,3,,,67,9,2021,D,t,f,t,f,6,9,7,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,159878,62,00700202,04,ARANSAS,"FULTON BEACH, WEST (A-1)",33305013,,B,7400,2014-11-15,f,,,1976-11-27,2020-11-12,710210,,3,,,67,9,2021,D,t,f,t,f,6,6,6,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,227982,16,00700205,04,ARANSAS,"FULTON BEACH, WEST (A-2)",33305026,,B,7915,2007-03-15,f,,,1951-09-18,2020-11-12,710218,,3,,,67,9,2021,D,f,t,f,t,14,2,14,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TRYALL, INC",872138,COPANO BAY STATE,249194,79,00730739,04,ARANSAS,"FULTON BEACH, WEST (LWR G)",33305890,,B,7940,2010-10-15,f,,,1984-11-01,2020-11-12,710216,,3,,,67,9,2021,D,f,t,f,t,10,7,10,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,NHRG INC,598344,"COPELAND, FRANCES",26023,3,00939467,09,ARCHER,ARCHER COUNTY REGULAR,3446001,,L,1499,2016-01-15,f,6551,,1986-02-14,2020-12-16,722496,275921,2H,Enf,Rule 15,12,8,2021,D,t,f,t,f,5,4,5,7,D,f,f,f,t,f,f,t,f,f,f,f,t,f,f
O,SAN CAJO OIL COMPANY,745910,COQUAT,00568,10,29780218,01,LIVE OAK,EZZELL,29838001,,L,1500,2003-04-15,f,16710,,1984-01-12,2016-11-17,159542,274016,2H,Enf,,184,10,2021,D,f,t,f,t,18,1,18,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SAN CAJO OIL COMPANY,745910,COQUAT,00568,3,29780216,01,LIVE OAK,EZZELL,29838001,,L,1500,2003-04-15,f,16710,,1984-01-12,2020-12-01,715604,274016,3,Enf,,184,10,2021,D,f,t,f,t,18,1,18,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SAN CAJO OIL COMPANY,745910,COQUAT,00568,8,29780217,01,LIVE OAK,EZZELL,29838001,,L,1500,2003-04-15,f,16710,,1984-01-12,2020-12-01,715604,274016,2H,Enf,,184,10,2021,D,f,t,f,t,18,1,18,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"TAYLOR, J. M.",837790,"COQUAT, HENDERSON",000258,1,28300382,01,LA SALLE,FORT EWELL (WILCOX -A-),32033500,,L,5152,1998-01-15,f,57393,,1960-01-21,,,,,,,500,10,2021,D,f,t,f,t,23,4,23,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"BEP OPERATING, LLC",066718,"CORBELL, J. R.",61938,1,33530889,8A,MITCHELL,"SHARON RIDGE (2800, S)",82710750,,L,3308,2019-07-15,t,,,1977-07-15,2021-03-10,758640,273056,2H,Enf,Rule 15,26,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"BEP OPERATING, LLC",066718,"CORBELL, J. R.",61938,2,33531262,8A,MITCHELL,"SHARON RIDGE (2800, S)",82710750,,L,3200,2019-07-15,t,,,1978-02-21,2021-03-08,750114,273056,3,Enf,Rule 15,26,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"BEP OPERATING, LLC",066718,"CORBELL, J. R. """"A""""",63806,3,33532297,8A,MITCHELL,SHARON RIDGE (1700),82710498,,L,1806,2019-07-15,f,21961,,1982-06-30,2020-09-16,686235,273038,2H,Enf,Rule 15,26,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"BEP OPERATING, LLC",066718,"CORBELL, J. R. """"A""""",63806,4,33532257,8A,MITCHELL,SHARON RIDGE (1700),82710498,,L,1820,2019-07-15,f,22131,,1982-05-27,2020-09-16,686235,273038,2H,Enf,Rule 15,26,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"BEP OPERATING, LLC",066718,"CORBELL, J. R. """"A""""",63806,5,33532245,8A,MITCHELL,SHARON RIDGE (1700),82710498,,L,3360,2019-07-15,t,,,1982-04-07,2020-09-16,686235,273038,2H,Enf,Rule 15,26,4,2022,D,f,f,f,f,1,10,2,9,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,WOODSON OIL CO.,939420,"CORBETT, A. J.",018131,2,42980094,7B,STEPHENS,RICKELS (CONGLOMERATE),76529166,,L,4026,1998-01-15,f,45373,,1984-01-12,2020-10-30,705949,,3,,,500,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,t,f,t,t,f,f,f,f,t,f,f
G,LODI OPERATING COMPANY LLC,505336,CORBY,119501,1,28930613,05,LEON,BRANTON (COTTON VALLEY),11470500,,L,14950,2014-04-15,f,95680,,1985-11-03,2020-07-20,658742,,,,,44,7,2021,D,t,f,t,f,7,1,7,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"OMEGA ENERGY, LLC",622657,CORGEY,207247,1,17533465,02,GOLIAD,MCCASKILL (LOWER WILCOX),58932085,,L,16000,2005-03-15,f,251200,2013-02-28,2003-08-06,2021-01-25,736091,,3,Enf,Rule 15,83,6,2021,D,f,t,f,t,16,2,16,3,D,f,f,f,f,f,f,t,f,f,f,f,f,t,f
O,"CIRCLE RIDGE PRODUCTION, INC.",153970,CORNELIUS,15190,3A,20335147,06,HARRISON,LONGWOOD (GOODLAND LIME),54807200,,L,2542,2019-09-15,f,20158,,2013-01-24,2018-10-16,402037,276660,2H,Enf,Rule 15,14,2,2022,D,f,f,f,f,1,8,2,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"CIRCLE RIDGE PRODUCTION, INC.",153970,CORNELIUS,15190,4,20335143,06,HARRISON,LONGWOOD (GOODLAND LIME),54807200,,L,2508,2019-09-15,f,19888,,2013-07-31,2019-10-14,535268,276660,,Enf,Rule 15,14,2,2022,D,f,f,f,f,1,8,2,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"CIRCLE RIDGE PRODUCTION, INC.",153970,"CORNELIUS, C. C., -G-",02779,5,20301110,06,HARRISON,LONGWOOD (GOODLAND LIME),54807200,,L,2422,2014-06-15,f,19206,,1958-07-14,2021-03-11,752180,276657,2H,Enf,Rule 15,14,2,2022,D,t,f,t,f,6,11,7,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"CIRCLE RIDGE PRODUCTION, INC.",153970,"CORNELIUS, C. C., -G-",02779,6,20332617,06,HARRISON,LONGWOOD (GOODLAND LIME),54807200,,L,2522,2014-06-15,f,19999,,2000-07-18,2021-03-11,752180,276657,2H,Enf,Rule 15,14,2,2022,D,t,f,t,f,6,11,7,8,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"ROCA PRODUCTION, INC.",722193,COTTEN,33321,1A,37135161,08,PECOS,"ABELL, EAST (CLEAR FORK)",293125,,L,4925,2005-06-15,f,88059,,1984-11-12,2020-11-17,712060,,2H,Enf,,25,5,2021,D,f,t,f,t,15,11,15,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,TEX-AM PETROLEUM CORP.,844144,COUCH,132709,1,13337400,7B,EASTLAND,KLEINER (RANGER),49832600,,L,4000,2019-05-15,f,45080,,1989-10-23,2020-09-23,689481,,4,,Rule 15,30,10,2021,D,f,f,f,f,2,0,2,5,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"COUCH OIL & GAS, INC.",182165,COUCH 89 GUY,30646,4,41739089,7B,SHACKELFORD,A.T.& H. (PALO PINTO SD.),230500,,L,4999,2012-09-15,f,56339,,2010-10-29,2020-11-03,707121,243016,4,Enf,Rule 15,58,8,2021,D,t,f,t,f,8,8,8,11,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"EVERGREEN ENERGY, INC.",256489,"COULTER, JOHN",234972,1,47330882,03,WALLER,WILDCAT,6001,,L,10556,2007-05-15,f,147045,,2005-12-22,2020-06-19,646189,258517,2H,Enf,,40,1,2022,D,f,t,f,t,14,0,14,8,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"EVERGREEN ENERGY, INC.",256489,"COULTER, JOHN UNIT",234959,1R,47331132,03,WALLER,KATY (WILCOX CONS.),48278850,,L,11408,2007-10-15,f,158913,,2007-10-19,2020-04-30,623601,258556,2H,Enf,,40,1,2022,D,f,t,f,t,13,7,14,3,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"ROSS GAS AND OIL, LTD. CO.",729060,COUSINS,172575,1,31133539,01,MCMULLEN,COUSINS (SLICK-WILCOX),21172400,,L,8100,1999-10-15,f,90234,,1999-03-08,2020-11-04,707774,,4,Enf,,101,12,2021,D,f,t,f,t,21,7,22,2,D,f,f,f,f,f,f,t,f,f,f,t,f,f,f
G,"ROSS GAS AND OIL, LTD. CO.",729060,COUSINS,173405,2,31133544,01,MCMULLEN,COUSINS (SLICK-WILCOX),21172400,,L,7996,2008-02-15,f,89075,,1999-05-10,2020-11-04,707776,,4,Enf,,101,12,2021,D,f,t,f,t,13,3,13,10,D,f,f,f,f,f,f,t,f,f,f,t,f,f,f
G,"WISEMAN, WILLIAM M.",933616,"COUTRET, A. JR.",000537,1U,17501412,02,GOLIAD,ALBRECHT (YEGUA),1235765,,L,5290,1998-01-15,f,83053,,1959-06-01,2016-12-07,164497,,3,,,500,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,COUTS,01639,1,06500151,10,CARSON,PANHANDLE CARSON COUNTY FIELD,68845001,,L,3328,2019-03-15,f,32248,,1984-01-12,2020-03-05,594895,,,,,18,12,2021,D,f,f,f,f,2,2,2,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,COUTS,01639,2,06502755,10,CARSON,PANHANDLE CARSON COUNTY FIELD,68845001,,L,3100,2019-03-15,f,30039,,1984-01-12,2020-03-05,594895,,,,,18,12,2021,D,f,f,f,f,2,2,2,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,BLACK ELK ENERGY OFFSHORE OP LLC,073161,COVE MCPAC,161720,1-U,70330379,03,MATGRDA IS-LB,COVE (ME ZONE),21188333,,O,8670,2009-12-15,f,,,1996-09-12,,,,,,,39,1,2022,D,f,t,f,t,11,5,12,1,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"EXECUTIVE PRODUCTION, INC.",256947,"COVIN, FESS",02792,15,20380456,06,HARRISON,LONGWOOD (GOODLAND LIME),54807200,,L,2362,1998-01-15,t,,,1984-01-12,2020-10-20,701117,203553,2H,Enf,,245,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,1,00934718,09,ARCHER,ARCHER COUNTY REGULAR,3446001,,L,1613,2017-01-15,f,7049,,1980-01-01,2019-10-10,534453,272200,2H,Enf,,38,4,2022,D,f,f,t,f,4,4,5,3,D,t,f,f,f,f,f,t,f,f,f,f,t,f,f
O,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,3,00935179,09,ARCHER,ARCHER COUNTY REGULAR,3446001,,L,1522,2013-11-15,f,6651,,1981-04-13,2019-10-10,534453,272200,3,Enf,,38,4,2022,D,t,f,t,f,7,6,8,5,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,5,00937270,09,ARCHER,ARCHER COUNTY REGULAR,3446001,,L,1981,2003-04-15,f,8657,,1983-07-16,2019-10-10,534453,272200,2,Enf,,38,4,2022,D,f,t,f,t,18,1,19,0,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,MSB OPERATING,518696,COWAN-MCKINNEY -F-,18565,5,00933088,09,ARCHER,ARCHER COUNTY REGULAR,3446001,,L,1493,2017-01-15,f,6524,,1978-11-30,2019-10-10,534455,272198,3,Enf,,38,4,2022,D,f,f,t,f,4,4,5,3,D,t,f,f,f,f,f,t,f,f,f,f,t,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,11,00980028,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,4946,2017-04-15,f,21614,,1984-01-12,2019-10-09,534080,272203,2H,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,3L,00980021,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,4946,2017-04-15,f,21614,,1984-01-12,2019-10-09,534080,272203,2,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,4L,00980022,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,4946,2017-04-15,f,21614,,1984-01-12,2019-10-09,534080,272203,3,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,4LB,00940179,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1497,2015-04-15,f,6542,,1990-03-26,2019-10-09,534080,272203,2H,Enf,,38,4,2022,D,t,f,t,f,6,1,7,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,6L,00933880,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1496,2017-04-15,f,6538,,1979-10-11,2019-10-09,534080,272203,3,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,7L,00933881,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1486,2017-04-15,f,6494,,1979-10-16,2019-10-09,534080,272203,3,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,8L,00934564,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1555,2004-01-15,f,6795,,1981-03-19,2019-10-09,534080,272203,3,Enf,,38,4,2022,D,f,t,f,t,17,4,18,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MSB OPERATING,518696,COWAN & MCKINNEY,00011,9,00980026,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,4946,2017-04-15,f,21614,,1984-01-12,2019-10-09,534080,272203,2H,Enf,,38,4,2022,D,f,f,t,f,4,1,5,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,GENEPA PETROLEUM COMPANY,299369,COWAN & MCKINNEY -50-,14791,10,00920355,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1129,2016-11-15,f,4934,,1966-09-18,2021-02-03,740083,269036,3,Enf,,18,7,2021,D,f,f,f,f,4,6,4,8,D,f,f,f,t,f,t,t,f,f,f,f,t,f,f
O,GENEPA PETROLEUM COMPANY,299369,COWAN & MCKINNEY -50-,14791,11,00933873,09,ARCHER,ARCHER COUNTY REGULAR,3446001,A,L,1105,2018-08-15,f,4829,,1979-10-05,2021-02-04,741252,269036,2,Enf,,18,7,2021,D,f,f,f,f,2,9,2,11,D,f,f,f,t,f,f,t,f,f,f,f,t,f,f
