district,api,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,bonded_depth,field_name,county,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent
7B,43333485,2,"TKP PETROLEUM, INC.",860891,LUCKY 22-F,30541,6,5418,FLAT TOP 161 (STRAWN),STONEWALL,270417,2020-07-16,657784,Enf,Rule 15,34
7B,44133246,2,"TKP PETROLEUM, INC.",860891,BEAIRD,24540,1,4668,FREDERICKSON (GOEN LIME),TAYLOR,270419,2020-07-09,654578,Enf,Rule 15,34
8A,33530297,2H,"BEP OPERATING, LLC",066718,DABBS,61128,9,1605,SHARON RIDGE (1700),MITCHELL,270436,2021-01-29,738148,Enf,Rule 15,26
7C,23530635,2,"TEJAS JACK SALES, INC.",841296,MIM NORTH,06544,1,1430,MIM (SAN ANGELO),IRION,270856,2020-08-26,677003,Enf,Rule 15,49
8A,50134195,2H,"X-APC ENERGY, INC.",945855,MILSTEAD,69381,1,5442,WILDCAT,YOAKUM,271996,2021-03-04,749376,Enf,Rule 15,62
09,50337709,2,"WICHITA ASW OIL & GAS, LLC",921573,COX,07225,17,630,YOUNG COUNTY REGULAR,YOUNG,,2019-12-06,557713,,Rule 15,30
09,50337999,2,"WICHITA ASW OIL & GAS, LLC",921573,COX-YOUNG,23739,4,617,YOUNG COUNTY REGULAR,YOUNG,,2019-12-04,556610,,Rule 15,30
09,50334104,2,"WICHITA ASW OIL & GAS, LLC",921573,COX,07225,14,619,YOUNG COUNTY REGULAR,YOUNG,,2019-12-04,556611,,Rule 15,30
09,50337998,2H,"WICHITA ASW OIL & GAS, LLC",921573,COX-YOUNG,23739,3,615,YOUNG COUNTY REGULAR,YOUNG,,2019-12-04,556610,,Rule 15,30
7B,20731214,3,PARADIGM OPERATING INC.,638917,PERRY A,18464,1,5030,HASKELL COUNTY REGULAR,HASKELL,,2020-11-09,709118,Enf,,56
08,49502627,4,B & B ENERGY,039763,JOHNSON-COWDEN,145045,1,2987,HENDRICK,WINKLER,,2020-01-08,567721,Enf,,110
7B,08333488,4,CHAPMAN OIL CO.,145860,TERRY UNIT,113182,1,2997,HENLEY (DUFFER 2740),COLEMAN,,2020-12-17,723152,Enf,,50
7C,10501746,2H,"BUSTOS, MARTIN OIL",112687,BOUSCAREN,01061,1,1278,NOELKE,CROCKETT,259278,2020-12-04,717485,Enf,,76
7B,25330942,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,31,2530,JONES COUNTY REGULAR,JONES,265956,2021-03-15,752812,Enf,,50
7B,25330912,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,63,2569,JONES COUNTY REGULAR,JONES,265956,2021-03-29,757582,Enf,,50
7B,25330911,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,62,2513,JONES COUNTY REGULAR,JONES,265956,2021-03-25,756704,Enf,,50
03,20106233,2H,"GOOSE CREEK HOLDINGS, INC.",315983,RODEN ETAL,01750,1,4508,GOOSE CREEK,HARRIS,266276,2020-01-02,566182,Enf,,260
03,24500046,3,"KODY PETROLEUM CO., INC.",473774,LONG,03184,21,8000,NOME,JEFFERSON,269878,2021-04-07,760630,Enf,,27
03,24500048,2,"KODY PETROLEUM CO., INC.",473774,LONG,03184,23,7984,NOME,JEFFERSON,269878,2021-03-22,755957,Enf,,27
02,02531114,4,"SAXUM OIL & GAS, LLC",749687,LAMB-HICKS UNIT,05767,1,9825,HOLZMARK (HOCKLEY),BEE,,2020-09-17,686040,Enf,Rule 15,52
02,02531217,3,"SAXUM OIL & GAS, LLC",749687,HICKS PARKER UNIT,06011,1,3715,HOLZMARK (HOCKLEY),BEE,,2020-09-17,686691,Enf,Rule 15,52
03,20131837,2H,"JACKSON, LAWTON C., JR.",429266,L C J,21185,1,1124,HUMBLE,HARRIS,,2020-11-30,715144,Enf,Rule 15,91
7B,44133500,3,"ABILENE OIL & GAS, INC.",002751,K M LANDS,31066,1,2435,TAYLOR COUNTY REGULAR,TAYLOR,272037,2020-07-09,654577,Enf,,46
09,23736970,3,"RBE JACK ARCHER, LLC",685832,BOAZ,25866,1,5420,JACK COUNTY REGULAR,JACK,272071,2020-05-26,635599,Enf,,19
05,14730113,4,"KIM RECOVERY ENTERPRISES, LLC",461694,RYSER,04024,1,9550,HONEY GROVE (SIMPSON SAND),FANNIN,,2021-03-03,748569,Enf,,87
7B,35332886,4,"ALLIANCE OGO, LP",014157,WILLIAMS,29862,1038,6750,ROWAN & HOPE (CANYON SAND),NOLAN,,2020-06-24,649816,Enf,,31
7B,44736001,4,"TAMARRON RESOURCES, INC.",835681,MENG,28901,2,4542,SLR (CONGL.),THROCKMORTON,,2020-11-03,707067,Enf,,67
02,46902478,3,"C.W. PICKERING, INC.",121104,"SCHULTZ, L.P.",150593,3,5486,HEYSER (4400),VICTORIA,,2020-02-10,584222,Enf,,126
09,50335554,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,9,708,YOUNG COUNTY REGULAR,YOUNG,273357,2020-07-31,664617,Enf,Rule 15,16
02,46902435,3,"C.W. PICKERING, INC.",121104,"TRAYLOR, T. P. -B-",055750,5,6050,HEYSER (4400),VICTORIA,,2021-02-04,741487,Enf,,126
09,50382018,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,2,3036,YOUNG COUNTY REGULAR,YOUNG,273357,2020-07-30,663954,Enf,Rule 15,16
09,50340603,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,15,745,YOUNG COUNTY REGULAR,YOUNG,273357,2020-08-03,665701,Enf,Rule 15,16
09,50342346,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,1L,904,YOUNG COUNTY REGULAR,YOUNG,273357,2020-07-31,664264,Enf,Rule 15,16
09,50332588,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,7C,728,YOUNG COUNTY REGULAR,YOUNG,273357,2020-07-31,664617,Enf,Rule 15,16
09,50331055,2H,FULLSPIKE ENERGY LLC,289935,JEFFERY,07670,13,3036,YOUNG COUNTY REGULAR,YOUNG,273357,2020-07-31,664264,Enf,Rule 15,16
7B,13330480,4,"PROSPECTA ENERGY GROUP, INC.",681481,NORTH,13947,3,3741,PENN (RANGER),EASTLAND,,2019-11-13,548690,Enf,Rule 15,52
7B,13330591,2,"PROSPECTA ENERGY GROUP, INC.",681481,WEST 2,13426,1,3129,PENN (RANGER),EASTLAND,,2020-02-27,592250,Enf,Rule 15,52
04,35532950,4,AMERRIL ENERGY LLC,019786,PITA ISLAND FIELD GAS UNIT NO. 2,160975,13R,10045,PITA ISLAND (I-79),NUECES,,2020-11-16,711397,Enf,Rule 15,49
04,35531544,4,AMERRIL ENERGY LLC,019786,PITA ISLAND FIELD GAS UNIT NO. 2,155199,4,10065,PITA ISLAND (I-79),NUECES,,2020-11-16,713229,Enf,Rule 15,49
7B,04931846,4,"PETROLIA GROUP, L.L.C.",660810,"BENNIE, TERRY",101553,1,3518,JANELLEN (CADDO),BROWN,,2020-12-08,718788,Enf,Rule 15,68
7B,04980074,3,"PETROLIA GROUP, L.L.C.",660810,"DAVIS, W. B.",017819,1,1200,JANELLEN (CADDO),BROWN,,2020-11-04,707695,Enf,Rule 15,68
7B,04980076,4,"PETROLIA GROUP, L.L.C.",660810,"DAVIS, W. B.",017821,4,1920,JANELLEN (CADDO),BROWN,,2020-12-04,717248,Enf,Rule 15,68
7B,04980077,3,"PETROLIA GROUP, L.L.C.",660810,"HUTCHINSON, B.",017822,1,1070,JANELLEN (CADDO),BROWN,,2020-11-04,707692,Enf,Rule 15,68
7B,04931840,4,"PETROLIA GROUP, L.L.C.",660810,"BENNIE, TERRY",134148,2,2218,JANELLEN (CADDO),BROWN,,2020-06-04,640699,Enf,Rule 15,68
7B,04932224,4,J.W.S.,427277,"BAUMAN, J.L.",16758,1,2680,BROWN COUNTY REGULAR,BROWN,,2020-10-29,705084,Enf,Rule 15,90
7B,04935699,4,K & W VANPELT COMPANY,448748,"CLARK, JEAN",165536,4B,3037,BROWN COUNTY REGULAR,BROWN,,2020-10-19,700862,Enf,Rule 15,21
02,25531175,3,"MISSION RIVER SYSTEMS, INC.",570411,URBANCZYK A#1,180212,1,11020,PERSON (EDWARDS),KARNES,,2020-02-27,591563,Enf,,98
06,36531111,3,"CONQUEST ENERGY, INC.",172237,OSBORNE ESTATE,189480,1,7350,PINEHILL (TRAVIS PEAK -C-),PANOLA,,2020-06-10,642583,Enf,,101
01,31101978,2H,NEW WORLD ENERGY,606120,DELANGE UNIT,000438,1,7648,ROOS (WILCOX 7500),MCMULLEN,,2020-07-20,658548,,,354
01,28380190,2H,"ESTA COMPANY, INC.",254430,SOUTH TEXAS SYNDICATE,07837,103,393,RODRIQUEZ NORTH (SHALLOW),LA SALLE,,2020-12-18,723801,,,223
01,28380188,2H,"ESTA COMPANY, INC.",254430,SOUTH TEXAS SYNDICATE,07837,101,393,RODRIQUEZ NORTH (SHALLOW),LA SALLE,,2020-12-18,723801,,,223
01,28330803,2H,"ESTA COMPANY, INC.",254430,SOUTH TEXAS SYNDICATE,07837,2U,490,RODRIQUEZ NORTH (SHALLOW),LA SALLE,,2020-12-18,723801,,,223
7B,08380105,4,RINGO RIG LLC,712386,SCHIRMACHER,018194,1,2209,SANTA ANNA (MARBLE FALLS),COLEMAN,,2020-12-18,723655,Enf,,23
7B,08334720,4,RINGO RIG LLC,712386,JONES-HUGHES,162590,2,2663,SANTA ANNA (MARBLE FALLS),COLEMAN,,2020-10-26,703546,Enf,,23
09,48586203,2,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,25,,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-29,663705,Enf,Rule 15,16
09,48586202,2,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,24,,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-29,663705,Enf,Rule 15,16
03,19981049,2H,COMANCHE WELL SERVICE CORP.,169420,CALVIN ET AL UNIT,18346,2,2720,"SARATOGA, WEST",HARDIN,,2020-12-16,722717,Enf,,122
7B,42935948,3,RIPTIDE ENERGY LLC,712946,GREEN RANCH,29178,Z1,4518,STEPHENS COUNTY REGULAR,STEPHENS,273359,2021-04-01,759364,Enf,,21
06,44980231,2H,"NBI SERVICES, INC.",601352,BANKHEAD,05546,20,5000,TRIX-LIZ (GOODLAND),TITUS,273936,2021-02-24,745768,Enf,,25
01,16332682,3,"COHORT PETROLEUM MANAGEMENT, LLC",166706,LEHMAN,12533,1,6121,PEARSALL (AUSTIN CHALK),FRIO,273961,2020-10-16,700150,Enf,,19
09,48586195,3,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,15,,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-29,663705,Enf,Rule 15,16
7B,04932943,4,TOMCO OIL & GAS INC.,861759,"TRAWEEK, T. H.",16743,2,1912,BROWN COUNTY REGULAR,BROWN,,2019-06-19,487086,Enf,Rule 15,24
7B,04935761,4,TOMCO OIL & GAS INC.,861759,"TRAWEEK, T. H.",16743,7,1950,BROWN COUNTY REGULAR,BROWN,,2019-06-19,487086,Enf,Rule 15,24
7B,04934117,4,TOMCO OIL & GAS INC.,861759,"TRAWEEK, T. H.",16743,5B,2100,BROWN COUNTY REGULAR,BROWN,,2019-06-19,487086,Enf,Rule 15,24
09,48536704,2H,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,27,1922,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-28,663334,Enf,Rule 15,16
09,48510071,2H,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,23,465,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-30,663953,Enf,Rule 15,16
09,48586196,3,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,16,1494,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-30,663953,Enf,Rule 15,16
7B,08334812,2,"TT OPERATING, LLC",872252,WINSLETT,24659,2,800,COLEMAN COUNTY REGULAR,COLEMAN,273898,2021-03-24,757818,Enf,Rule 15,32
7B,04935763,4,TOMCO OIL & GAS INC.,861759,"TRAWEEK, T. H.",16743,8,2002,BROWN COUNTY REGULAR,BROWN,,2019-06-19,487086,Enf,Rule 15,24
05,28900220,3,AMERRIL ENERGY LLC,019786,"HOPSON, W. T.",222483,1N,6235,"BUFFALO, SOUTH (B)",LEON,,2020-10-28,705294,Enf,Rule 15,49
05,28900191,3,AMERRIL ENERGY LLC,019786,"TAYLOR, O. K.",233492,1,9650,"BUFFALO, SOUTH (B)",LEON,,2020-10-28,705297,Enf,Rule 15,49
05,28900227,3,AMERRIL ENERGY LLC,019786,"TAYLOR, O. K.",039876,2,6000,"BUFFALO, SOUTH (WOODBINE)",LEON,,2020-10-28,705295,Enf,Rule 15,49
05,28930045,3,AMERRIL ENERGY LLC,019786,"BEDDINGFIELD, J. A. ET. AL",051635,1,6000,"BUFFALO, SOUTH (WOODBINE)",LEON,,2020-12-29,725550,Enf,Rule 15,49
7B,05980628,3,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,I5,375,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05980610,4,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,1,555,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05980620,4,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,11,555,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05980621,4,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,12,555,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05980622,4,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,13,555,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05930153,3,K & W VANPELT COMPANY,448748,"FRANKE, WM.",00465,I10,350,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-10-08,696487,Enf,Rule 15,21
7B,05910847,4,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",00322,W4,350,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-11-19,712781,Enf,Rule 15,21
04,47940593,3,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,259937,12,8806,PANCHO (WILCOX),WEBB,,2020-07-23,660364,,Rule 15,33
04,47939510,3,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,224490,5H,9675,PANCHO (WILCOX),WEBB,,2020-10-30,705735,,Rule 15,33
04,47939605,3,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,226916,8,10000,PANCHO (WILCOX),WEBB,,2020-10-30,705736,,Rule 15,33
04,47939279,3,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,216930,1,8526,PANCHO (WILCOX),WEBB,,2020-10-26,703637,,Rule 15,33
04,47939558,3,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,249196,6,10005,PANCHO (WILCOX),WEBB,,2020-11-05,707923,,Rule 15,33
01,16333084,2H,"STRATCO OPERATING CO., INC.",825462,JOHNSON,13209,1,8203,PEARSALL (AUSTIN CHALK),FRIO,273966,2020-11-05,708243,Enf,,119
01,16333467,3,"DSD-FRIO ENVIRONMENTAL, INC.",229360,FRIO COUNTY SCHOOL LAND,16058,5,6010,PEARSALL (AUSTIN CHALK),FRIO,273967,2021-04-07,760524,Enf,,52
05,28900199,3,LETI GROUP INC,497850,"JONES, A. -A-",015401,A2,6052,"BUFFALO, SOUTH (WOODBINE)",LEON,,2020-10-28,705293,Enf,,259
7B,04934085,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,SIKES,136923,2,1260,JANELLEN (CADDO),BROWN,,2020-10-29,705085,Enf,Rule 15,52
7B,04931891,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,WALLER COUNTY SCHOOL,144011,1,2052,JANELLEN (CADDO),BROWN,,2020-10-26,703919,Enf,Rule 15,52
7B,04932098,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,FLETCHER,090563,1,1250,JANELLEN (CADDO),BROWN,,2020-10-29,705086,Enf,Rule 15,52
7B,04980081,3,"BROWN INDUSTRIAL GAS OP, INC.",100298,WALLER CO. SCHOOL,017826,1,1148,JANELLEN (CADDO),BROWN,,2020-10-26,703918,Enf,Rule 15,52
7B,04934083,3,"BROWN INDUSTRIAL GAS OP, INC.",100298,SIKES,136925,1,1228,JANELLEN (CADDO),BROWN,,2020-10-29,705082,Enf,Rule 15,52
7B,04980071,2H,"BROWN INDUSTRIAL GAS OP, INC.",100298,BOENICKE-FULLER,017816,2,1160,JANELLEN (CADDO),BROWN,,2020-10-26,703920,Enf,Rule 15,52
01,16332663,2H,FORTUNE OPERATING COMPANY,278766,BENNETT BROS. -B-,12535,4,7953,PEARSALL (AUSTIN CHALK),FRIO,273963,2020-11-05,708249,Enf,Rule 15,84
7B,04980068,4,"PETROLIA GROUP, L.L.C.",660810,J. L. MORRIS,017813,2,1170,JANELLEN (CADDO),BROWN,,2020-12-08,718795,Enf,Rule 15,68
7B,04980079,4,"PETROLIA GROUP, L.L.C.",660810,J. L. MORRIS,017824,1,1180,JANELLEN (CADDO),BROWN,,2020-12-08,718794,Enf,Rule 15,68
7B,15181025,4,JJH PROD. CO.,427652,CANFILL,18055,1,6160,"SATURDAY, EAST (CANYON SAND)",FISHER,,2020-11-03,707188,Enf,,53
08,49501998,2,B & B ENERGY,039763,SCARBOROUGH -U-,30198,1,3180,SCARBOROUGH,WINKLER,,2020-11-05,708153,Enf,,110
08,49531263,2,B & B ENERGY,039763,SCARBOROUGH -Y-,18710,5,3450,SCARBOROUGH,WINKLER,,2020-11-05,708158,Enf,,110
08,49510288,3,B & B ENERGY,039763,SCARBOROUGH -Y-,18710,4,3180,SCARBOROUGH,WINKLER,,2020-11-05,708158,Enf,,110
08,49501992,2,B & B ENERGY,039763,SCARBOROUGH -V-,15780,2,3180,SCARBOROUGH,WINKLER,,2019-12-19,563778,Enf,,110
08,49501969,4,B & B ENERGY,039763,SCARBOROUGH -U-,30198,3,3180,SCARBOROUGH,WINKLER,,2020-11-05,708153,Enf,,110
7B,44133539,3,CHAN WEST OIL CORPORATION,144179,STRAUSS,26996,1,2399,TAYLOR COUNTY REGULAR,TAYLOR,273659,2020-08-26,678519,Enf,,33
02,25500105,1,DOVE PETROLEUM INC,227438,KAINER,08278,2,11448,LABUS (AUSTIN),KARNES,273696,2020-10-27,704174,Enf,,141
7B,44133442,3,CHAN WEST OIL CORPORATION,144179,RADFORD HILLS,27119,3,2419,OHLHAUSEN (COOK SD.),TAYLOR,273764,2020-08-26,678516,Enf,,33
7B,42930322,2H,SBS OIL COMPANY,749870,FAMBRO-VICK,056605,1,1896,STEPHENS COUNTY REGULAR (GAS),STEPHENS,273769,2020-10-26,703775,Enf,,63
7B,42980280,3,SBS OIL COMPANY,749870,FAMBRO LAND & CATTLE COMPANY,052673,A1,1989,STEPHENS COUNTY REGULAR (GAS),STEPHENS,273772,2020-10-26,703779,Enf,,63
7B,42935526,3,RIPTIDE ENERGY LLC,712946,MARTIN TRUCKIN',27872,3,4518,STEPHENS COUNTY REGULAR,STEPHENS,273776,2020-09-24,690027,Enf,,21
7B,42935541,2H,RIPTIDE ENERGY LLC,712946,MARTIN TRUCKIN',27872,1,4469,STEPHENS COUNTY REGULAR,STEPHENS,273776,2020-09-24,690027,Enf,,21
7B,42935533,2,RIPTIDE ENERGY LLC,712946,MARTIN TRUCKIN',27872,2,4306,STEPHENS COUNTY REGULAR,STEPHENS,273776,2020-09-24,690027,Enf,,21
7B,42935549,2H,RIPTIDE ENERGY LLC,712946,CARMEL,27874,1,4493,STEPHENS COUNTY REGULAR,STEPHENS,273796,2020-09-24,690026,Enf,,21
7B,42935504,3,RIPTIDE ENERGY LLC,712946,WILLARDS WISH,170645,1,4500,STEPHENS COUNTY REGULAR,STEPHENS,273797,2020-09-24,690024,Enf,,21
01,05501918,2,S & T SALVAGE,741625,PATTON,03482,4,2204,LULING-BRANYON,CALDWELL,273956,2021-03-23,755699,Enf,,247
02,02532895,4,"APEX ENERGY, INC.",027424,MAY,08523,3,4150,MAY RANCH (HOCKLEY),BEE,,2021-02-05,741345,Enf,,26
01,33130633,4,"PLANTATION OPERATING CO., INC.",667907,COFFIELD M-1C- -A- (T-484-1),080443,1,3515,JORDAN (NAVARRO B),MILAM,,2020-12-02,716066,Enf,,292
7C,32731034,3,MAGNUM OILFIELD SERVICES LLC,521543,ESN BSA,16623,1401,4185,BSA (STRAWN SAND),MENARD,273980,2021-03-31,758650,Enf,Rule 15,57
7C,32730645,2H,MAGNUM OILFIELD SERVICES LLC,521543,BOY SCOUTS OF AMERICA,10895,16,4268,BSA (STRAWN SAND),MENARD,273981,2021-03-31,758649,Enf,Rule 15,57
01,29780216,3,SAN CAJO OIL COMPANY,745910,COQUAT,00568,3,1500,EZZELL,LIVE OAK,274016,2020-12-01,715604,Enf,,184
10,29530558,2,"CONTINENTAL EXPLORATION, L.L.C.",173649,SCHNEIDER,089651,2,8936,"DARREN (MORROW, MIDDLE)",LIPSCOMB,274197,2020-12-11,720550,Enf,Rule 15,49
10,29530786,2,"CONTINENTAL EXPLORATION, L.L.C.",173649,SCHNEIDER,04724,5,8900,"DARREN (MORROW, MIDDLE)",LIPSCOMB,274236,2020-12-11,720549,Enf,Rule 15,49
01,29780218,2H,SAN CAJO OIL COMPANY,745910,COQUAT,00568,10,1500,EZZELL,LIVE OAK,274016,2016-11-17,159542,Enf,,184
10,17930979,3,PETRO HALEY,660062,EAKIN -A-,04567,3,3270,PANHANDLE GRAY COUNTY FIELD,GRAY,274117,2020-12-10,719939,Enf,Rule 15,54
01,29780217,2H,SAN CAJO OIL COMPANY,745910,COQUAT,00568,8,1500,EZZELL,LIVE OAK,274016,2020-12-01,715604,Enf,,184
09,09731548,2,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,12,772,COOKE COUNTY REGULAR,COOKE,274356,2020-05-08,627245,,,39
09,09732915,2,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,14,1000,COOKE COUNTY REGULAR,COOKE,274356,2020-05-08,627245,,,39
09,09782685,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,25,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-07-17,658228,,,39
09,09784459,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,18,722,COOKE COUNTY REGULAR,COOKE,274356,2020-06-29,650710,,,39
09,09784460,2,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,19,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-05-04,624349,,,39
09,09784457,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,17,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-06-29,650710,,,39
09,09732940,2,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,16,782,COOKE COUNTY REGULAR,COOKE,274356,2020-05-08,627245,,,39
09,09731547,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,7,837,COOKE COUNTY REGULAR,COOKE,274356,2020-05-04,624349,,,39
09,09731303,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,11,806,COOKE COUNTY REGULAR,COOKE,274356,2020-07-17,658228,,,39
09,09732309,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,8,850,COOKE COUNTY REGULAR,COOKE,274356,2020-07-08,654482,,,39
09,09731218,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,5,800,COOKE COUNTY REGULAR,COOKE,274356,2020-07-17,658228,,,39
09,09782696,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,27,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-07-20,658877,,,39
09,09782697,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,28,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-07-20,658877,,,39
09,09782695,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,26,2000,COOKE COUNTY REGULAR,COOKE,274356,2020-07-20,658877,,,39
09,09730419,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,4,812,COOKE COUNTY REGULAR,COOKE,274356,2020-07-08,654482,,,39
09,09732880,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,10,2047,COOKE COUNTY REGULAR,COOKE,274356,2020-05-08,627245,,,39
09,09782717,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,1,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-05-04,624349,,,39
09,09707868,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,22,734,COOKE COUNTY REGULAR,COOKE,274356,2020-06-29,650710,,,39
10,17930978,3,PETRO HALEY,660062,EAKIN -A-,04567,4,3360,PANHANDLE GRAY COUNTY FIELD,GRAY,274117,2020-12-10,719939,Enf,Rule 15,54
10,17931516,2,PETRO HALEY,660062,EAKIN -A-,04567,5W,3540,PANHANDLE GRAY COUNTY FIELD,GRAY,274117,2020-12-10,719939,Enf,Rule 15,54
09,00981473,3,FULLSPIKE ENERGY LLC,289935,HAWLEY,00379,2,1802,ARCHER COUNTY REGULAR,ARCHER,274402,2020-08-19,672715,Enf,Rule 15,16
09,00981478,3,FULLSPIKE ENERGY LLC,289935,HAWLEY,00379,9,801,ARCHER COUNTY REGULAR,ARCHER,274402,2020-08-19,672715,Enf,Rule 15,16
09,00905164,3,FULLSPIKE ENERGY LLC,289935,HAWLEY,00379,8,803,ARCHER COUNTY REGULAR,ARCHER,274402,2020-08-19,672715,Enf,Rule 15,16
09,00905800,3,FULLSPIKE ENERGY LLC,289935,HAWLEY,00379,7,800,ARCHER COUNTY REGULAR,ARCHER,274402,2020-08-19,672715,Enf,Rule 15,16
7C,41331976,2,PATNO OIL & GAS COMPANY,643327,POWELL UNIT,266981,1,7800,GENEVA (ELLENBURGER),SCHLEICHER,274576,2021-02-24,746267,Enf,Rule 15,20
7C,43533076,3,PATNO OIL & GAS COMPANY,643327,NAHURSKI,111428,4045,6200,PHYLLIS SONORA (CANYON LOWER),SUTTON,274596,2020-10-19,701127,Enf,Rule 15,20
7C,43533160,3,PATNO OIL & GAS COMPANY,643327,NAHURSKI,112935,5045,6200,PHYLLIS SONORA (CANYON LOWER),SUTTON,274598,2020-10-19,701284,Enf,Rule 15,20
7C,43532626,3,PATNO OIL & GAS COMPANY,643327,NAHURSKI,108045,1045,6338,PHYLLIS SONORA (CANYON LOWER),SUTTON,274599,2021-03-30,758241,Enf,Rule 15,20
7B,41737191,4,"SEQUOIA NATURAL GAS, INC.",767543,PRUET 88,128860,1,4042,SHACKELFORD COUNTY REGULAR (GAS),SHACKELFORD,,2019-04-18,464789,Enf,Rule 15,38
7C,43533048,3,PATNO OIL & GAS COMPANY,643327,NAHURSKI,109235,2045,6295,PHYLLIS SONORA (CANYON LOWER),SUTTON,274600,2021-03-24,756205,Enf,Rule 15,20
